Average Academic score(%),Hours working per day,hackathons,coding skills rating,can work long time before system?,self-learning capability?,Extra-courses did,certifications,workshops,talenttests taken?,Interested subjects,interested career area ,Job/Higher Studies?,Type of company want to settle in?,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Management or Technical,hard/smart worker,worked in teams ever?,Suggested Job Role
83,12,1,4,yes,yes,no,shell programming,game development,yes,Management,Business process analyst,job,product development,no,no,Series,Technical,smart worker,no,Software Quality Assurance (QA) / Testing
74.85714286,4,5,7,yes,yes,yes,python,database security,no,Software Engineering,testing,higherstudies,BPA,yes,no,Science,Technical,hard worker,no,Portal Administrator
82.71428571,4,4,9,yes,yes,yes,distro making,data science,yes,Management,testing,higherstudies,product development,no,yes,Poetry,Technical,smart worker,no,Technical Support
76.28571429,8,5,6,yes,yes,no,r programming,system designing,yes,cloud computing,developer,higherstudies,SAaS services,yes,no,Science,Technical,smart worker,no,Network Security Engineer
82.57142857,9,3,5,no,yes,no,python,system designing,yes,programming,security,higherstudies,product development,yes,no,Travel,Technical,hard worker,yes,Software Quality Assurance (QA) / Testing
75.85714286,11,4,7,no,yes,yes,machine learning,cloud computing,no,programming,security,job,Web Services,yes,no,Romance,Management,hard worker,yes,Network Engineer
78.57142857,5,4,5,no,no,yes,python,hacking,yes,Computer Architecture,Business process analyst,job,Testing and Maintainance Services,no,no,Anthology,Management,hard worker,no,Solutions Architect
77,4,5,1,no,no,yes,machine learning,game development,no,cloud computing,security,job,Service Based,no,no,History,Technical,hard worker,yes,Business Systems Analyst
79.85714286,7,1,2,no,no,yes,app development,testing,yes,Management,testing,higherstudies,Service Based,no,yes,Childrens,Technical,hard worker,no,Database Manager
73.42857143,11,1,4,yes,yes,no,r programming,database security,no,programming,security,higherstudies,Testing and Maintainance Services,no,no,Biographies,Technical,smart worker,no,Business Systems Analyst
72,4,2,1,yes,no,yes,machine learning,cloud computing,no,programming,cloud computing,higherstudies,Testing and Maintainance Services,no,no,Journals,Management,smart worker,yes,Network Engineer
75.71428571,6,5,4,no,yes,no,full stack,database security,no,hacking,developer,higherstudies,Service Based,no,no,Comics,Management,hard worker,yes,Solutions Architect
75.28571429,10,1,3,no,no,no,app development,database security,no,IOT,Business process analyst,higherstudies,Finance,no,no,Guide,Management,hard worker,yes,CRM Technical Developer
81.71428571,8,6,9,no,no,yes,information security,system designing,no,hacking,testing,job,Web Services,yes,yes,Series,Technical,hard worker,yes,Technical Support
79.42857143,10,1,8,no,no,yes,python,game development,no,Management,security,job,Service Based,no,no,Mystery,Management,hard worker,yes,Software Quality Assurance (QA) / Testing
75,9,2,5,no,yes,no,r programming,web technologies,no,IOT,testing,job,Web Services,no,yes,Autobiographies,Management,smart worker,no,Software Quality Assurance (QA) / Testing
81.57142857,10,0,2,no,no,no,information security,data science,no,cloud computing,system developer,job,Service Based,yes,yes,Encyclopedias,Management,smart worker,yes,Portal Administrator
74.42857143,4,5,9,yes,yes,no,r programming,game development,yes,Computer Architecture,security,job,Product based,no,no,Art,Management,hard worker,yes,Systems Analyst
87.42857143,4,6,5,no,yes,no,shell programming,data science,no,programming,cloud computing,job,Product based,no,yes,Autobiographies,Technical,smart worker,no,Web Developer
76.71428571,11,0,4,no,yes,no,shell programming,database security,yes,hacking,Business process analyst,higherstudies,product development,no,yes,Art,Management,smart worker,yes,Technical Services/Help Desk/Tech Support
83.57142857,5,4,2,yes,yes,yes,machine learning,data science,no,IOT,system developer,higherstudies,Web Services,yes,yes,Anthology,Management,hard worker,yes,Database Manager
79.28571429,4,5,5,yes,no,no,machine learning,web technologies,yes,Computer Architecture,Business process analyst,higherstudies,Finance,yes,yes,Self help,Technical,hard worker,yes,Information Security Analyst
75.57142857,8,5,9,yes,no,yes,shell programming,system designing,yes,Management,cloud computing,higherstudies,Sales and Marketing,yes,yes,Religion-Spirituality,Management,smart worker,no,Software Systems Engineer
80.57142857,9,4,3,no,yes,no,hadoop,database security,no,Software Engineering,developer,higherstudies,Finance,yes,yes,Guide,Management,smart worker,no,Portal Administrator
76.14285714,4,1,1,no,yes,yes,distro making,web technologies,yes,networks,security,job,Cloud Services,no,no,Travel,Technical,smart worker,yes,Network Security Administrator
74,8,5,8,no,yes,yes,r programming,web technologies,no,networks,security,job,Finance,yes,no,Religion-Spirituality,Management,smart worker,yes,Portal Administrator
72.71428571,4,2,7,no,no,no,r programming,web technologies,no,data engineering,system developer,higherstudies,Service Based,no,no,Health,Management,smart worker,no,Technical Engineer
71.71428571,7,5,2,yes,no,yes,r programming,hacking,yes,data engineering,developer,job,Testing and Maintainance Services,yes,no,Guide,Management,hard worker,no,Network Engineer
78.57142857,11,5,3,no,no,yes,hadoop,data science,yes,data engineering,system developer,higherstudies,Finance,yes,yes,Guide,Technical,hard worker,no,Information Technology Manager
80.28571429,9,1,8,no,no,no,r programming,system designing,yes,Computer Architecture,developer,job,Testing and Maintainance Services,no,yes,Encyclopedias,Management,smart worker,yes,Programmer Analyst
67.28571429,6,2,8,no,yes,no,app development,game development,no,Computer Architecture,testing,job,BPA,no,yes,Guide,Management,smart worker,no,Network Security Engineer
79,4,2,1,yes,yes,no,python,system designing,yes,IOT,security,higherstudies,product development,no,no,Diaries,Management,hard worker,no,Data Architect
75.71428571,5,4,9,no,no,no,hadoop,cloud computing,yes,Management,developer,higherstudies,Testing and Maintainance Services,yes,no,Diaries,Technical,hard worker,no,Project Manager
76.71428571,5,4,8,yes,yes,no,app development,web technologies,no,hacking,system developer,higherstudies,Service Based,yes,no,Science,Technical,hard worker,yes,Web Developer
82.14285714,11,4,7,yes,yes,no,distro making,web technologies,no,cloud computing,developer,higherstudies,Web Services,no,yes,Prayer books,Management,smart worker,no,Technical Engineer
76.42857143,10,0,7,no,no,no,machine learning,system designing,yes,networks,testing,job,Sales and Marketing,yes,no,Satire,Technical,hard worker,yes,Technical Services/Help Desk/Tech Support
76.71428571,8,0,4,yes,no,no,hadoop,data science,yes,Computer Architecture,system developer,higherstudies,Web Services,yes,yes,Diaries,Technical,hard worker,no,Design & UX
68.71428571,9,4,2,yes,yes,no,app development,data science,no,Management,developer,higherstudies,Finance,no,yes,Health,Technical,smart worker,no,Quality Assurance Associate
82.14285714,11,6,4,yes,no,yes,machine learning,web technologies,no,IOT,developer,higherstudies,Finance,yes,no,Childrens,Technical,hard worker,no,Business Intelligence Analyst
76.28571429,12,4,1,no,yes,yes,full stack,data science,no,Management,developer,job,product development,no,no,Health,Management,smart worker,yes,Software Engineer
78.57142857,5,1,6,yes,no,no,full stack,hacking,yes,IOT,developer,higherstudies,BPA,no,yes,Science fiction,Management,hard worker,yes,Data Architect
72,4,5,7,no,no,yes,hadoop,hacking,no,Software Engineering,testing,job,SAaS services,yes,yes,Health,Management,hard worker,yes,Solutions Architect
77,8,2,1,yes,no,no,app development,hacking,yes,networks,cloud computing,higherstudies,BPA,yes,yes,Dictionaries,Management,hard worker,yes,Database Administrator
78.57142857,4,6,4,no,no,yes,r programming,hacking,yes,networks,developer,job,Product based,yes,yes,Cookbooks,Technical,hard worker,yes,Information Technology Manager
78.85714286,6,0,1,yes,no,yes,shell programming,web technologies,yes,cloud computing,cloud computing,higherstudies,BPA,yes,no,Guide,Technical,smart worker,yes,Network Security Administrator
73.57142857,6,2,3,yes,yes,no,information security,web technologies,yes,networks,developer,higherstudies,Testing and Maintainance Services,yes,yes,Encyclopedias,Technical,smart worker,no,CRM Business Analyst
73.42857143,11,0,6,yes,no,no,machine learning,system designing,no,IOT,testing,job,Product based,no,no,Satire,Management,smart worker,yes,Systems Analyst
76.42857143,4,6,3,yes,yes,yes,shell programming,data science,no,cloud computing,testing,higherstudies,Service Based,no,no,Horror,Technical,hard worker,yes,Solutions Architect
79.14285714,11,0,1,no,no,no,r programming,database security,yes,IOT,cloud computing,higherstudies,product development,no,yes,Horror,Technical,smart worker,yes,Project Manager
74,12,2,1,no,yes,yes,full stack,game development,yes,Management,Business process analyst,job,Sales and Marketing,yes,yes,Childrens,Technical,smart worker,yes,Database Manager
79.42857143,7,6,5,yes,yes,yes,app development,game development,no,IOT,cloud computing,higherstudies,Product based,yes,yes,History,Management,hard worker,no,Programmer Analyst
78.71428571,8,0,2,no,no,no,python,system designing,yes,cloud computing,system developer,higherstudies,SAaS services,no,yes,Math,Technical,smart worker,no,Database Developer
79.85714286,6,4,3,no,no,yes,app development,system designing,no,hacking,Business process analyst,job,Cloud Services,no,no,Science fiction,Technical,hard worker,yes,Data Architect
76,9,2,3,yes,no,yes,hadoop,data science,no,networks,Business process analyst,job,Finance,no,yes,Romance,Management,hard worker,no,Information Technology Auditor
81,4,2,2,no,yes,yes,full stack,testing,yes,parallel computing,security,job,Cloud Services,yes,yes,Horror,Technical,smart worker,no,Network Engineer
86.42857143,4,6,1,yes,yes,no,distro making,system designing,no,Computer Architecture,Business process analyst,job,Service Based,no,no,Journals,Management,smart worker,no,Network Security Administrator
72.71428571,12,0,9,yes,yes,yes,shell programming,testing,no,Software Engineering,cloud computing,job,Testing and Maintainance Services,yes,yes,Guide,Technical,hard worker,no,Web Developer
79.85714286,12,2,6,yes,yes,yes,information security,data science,yes,hacking,testing,higherstudies,Sales and Marketing,no,no,Guide,Management,hard worker,no,Database Administrator
75.57142857,12,1,5,yes,yes,yes,hadoop,database security,yes,cloud computing,system developer,job,Product based,no,no,Childrens,Technical,smart worker,no,CRM Business Analyst
68.85714286,5,6,9,no,no,no,hadoop,testing,no,Software Engineering,security,job,Testing and Maintainance Services,yes,yes,Childrens,Technical,smart worker,no,Web Developer
77.71428571,7,2,4,no,yes,no,machine learning,database security,no,cloud computing,developer,higherstudies,Finance,no,yes,Biographies,Technical,hard worker,yes,Systems Security Administrator
70.42857143,12,4,6,no,no,yes,information security,system designing,no,IOT,testing,higherstudies,Finance,no,no,Horror,Management,hard worker,yes,Information Security Analyst
78.57142857,6,6,5,yes,no,no,information security,database security,yes,Computer Architecture,developer,job,Sales and Marketing,yes,yes,Diaries,Technical,smart worker,no,Mobile Applications Developer
71.57142857,6,2,6,no,no,yes,shell programming,cloud computing,no,data engineering,testing,higherstudies,SAaS services,yes,no,Biographies,Technical,hard worker,yes,Software Engineer
78.14285714,8,5,9,yes,yes,no,app development,testing,yes,networks,testing,job,BPA,no,yes,Travel,Management,smart worker,yes,Systems Security Administrator
76.28571429,9,3,8,no,yes,yes,app development,hacking,yes,data engineering,cloud computing,higherstudies,Sales and Marketing,yes,yes,Math,Technical,hard worker,yes,Systems Security Administrator
74.85714286,6,6,3,no,no,yes,machine learning,web technologies,yes,parallel computing,system developer,job,Sales and Marketing,yes,yes,Mystery,Technical,hard worker,yes,Software Quality Assurance (QA) / Testing
83.57142857,8,3,6,yes,no,no,app development,cloud computing,no,cloud computing,cloud computing,job,Testing and Maintainance Services,no,no,Action and Adventure,Technical,hard worker,yes,E-Commerce Analyst
74.71428571,11,6,1,yes,yes,yes,r programming,web technologies,yes,cloud computing,developer,job,Service Based,no,no,Guide,Technical,hard worker,yes,Database Developer
78.42857143,11,1,1,yes,no,yes,r programming,web technologies,no,parallel computing,testing,job,Web Services,yes,no,Science fiction,Management,hard worker,no,Programmer Analyst
81.28571429,6,0,2,yes,yes,yes,information security,hacking,yes,Management,system developer,job,product development,yes,no,Anthology,Technical,hard worker,yes,Database Administrator
79.42857143,12,4,8,yes,yes,no,distro making,data science,no,data engineering,developer,job,SAaS services,no,yes,Self help,Management,smart worker,no,Technical Engineer
77.28571429,5,3,6,no,yes,no,r programming,cloud computing,no,programming,system developer,higherstudies,Finance,no,yes,Horror,Technical,hard worker,yes,Database Manager
78.42857143,11,3,7,yes,yes,yes,distro making,hacking,no,parallel computing,developer,job,Testing and Maintainance Services,no,no,Science fiction,Management,smart worker,yes,Information Technology Auditor
80.57142857,5,1,8,no,yes,yes,r programming,game development,yes,IOT,Business process analyst,higherstudies,Product based,yes,yes,Math,Technical,smart worker,yes,Technical Engineer
70,9,2,5,no,yes,no,distro making,database security,no,Software Engineering,developer,higherstudies,Service Based,yes,yes,Guide,Management,hard worker,yes,Network Security Administrator
